Census Tract FIPS Code,County,Total Population,% Non-Hispanic White,% Black,% Hispanic,% Asian,% Native Hawaiian & Other Pacific Islander,% American Indian & Alaskan Native,% Poverty,AB 1550 Low-Income Communities,Metropolitan Planning Organization,SB 535 Disadvantaged Communities,Area Median Income (Regionally Adjusted),Land Area (sqmi),Population Density (sqmi),Population Density (Percentile),% Bike for Job Commute,% Carpooled for Job Commute,% Drove Alone for Job Commute,% Households Paying 30-49% of Income Towards Housing Costs,Clunker Vehicles (Percentile),% Households Paying 50% or More of Income Towards Housing Costs,% Households with No Vehicle,% Multi-Family Housing Units,% No Health Insurance,% Owner-Occupied Households,% Public Transportation for Job Commute,% Renter-Occupied Households,% Single-Family Housing Units,% Walk for Job Commute,% with Medicaid Health Insurance Only,Accessibility to Employment Opportunities (Percentile),All Traffic Accidents (Percentile),Asthma Prevalence,Asthma Prevalence (Percentile),Auto Insurance Premium (Percentile),Availability of Parks & Public Open Space per Population (Percentile),Availability of Weighted Bikeways per Population (Percentile),Average Commute VMT (Percentile),Average Travel Time to Work (Minutes),Average VMT per Household (Percentile),Cardiovascular Disease (Percentile),Cardiovascular Disease Prevalence,High-Quality Transit Locations (Percentile),Housing Unit Density (Percentile),Housing Unit Density (sqmi),Job Density (Percentile),Job Density (sqmi),Jobs-Housing Fit (Percentile),Largest Ethnoracial Group,Lending Barriers (Percentile),Life Expectancy at Birth,Median Household Income,"Neighborhood Change, Housing Variables (Percentile)","Neighborhood Change, Socioeconomic Variables (Percentile)",Newer Clean Vehicles (Percentile),Older Clean Vehicles (Percentile),Primary Care Shortage Areas,Total Housing Units,Total Occupied Housing Units,Vehicles per Household,Walkability Index,Walkability Index (Percentile),x,y
6037482800,Los Angeles,4498,4.65,1.96,43.57,48.69,0.16,0.91,9.18,No,SCAG,No,03. 80-140%,1.222188,3680.28,30 to 40,0,10.38,87.18,17.51,20 to 30,20.64,5.51,15.09,8.14,64.95,1.5,35.05,84.91,0,21.63,90 to 100,60 to 70,22.53,10 to 20,80 to 90,40 to 50,1,20 to 30,32.49,30 to 40,0 to 10,4.06,0,20 to 30,1116.85,70 to 80,2978.27,30 to 40,Asian,30 to 40,82.4,64567,30 to 40,40 to 50,60 to 70,50 to 60,No,1365,1324,2,12.41,50 to 60,,
6037500100,Los Angeles,4140,44.95,0.1,39.11,14.06,0,0.56,1.75,No,SCAG,No,04. 140%+,3.830718,1080.74,10 to 20,0,9.03,89.87,16.72,40 to 50,11.37,3.19,0,2.4,94.81,0.12,5.19,100,0,9.76,70 to 80,10 to 20,53.99,60 to 70,70 to 80,80 to 90,1,60 to 70,34.57,70 to 80,70 to 80,9.62,0,10 to 20,380.61,10 to 20,93.46,70 to 80,Non-Hispanic White,50 to 60,85.7,114632,0 to 10,30 to 40,70 to 80,60 to 70,No,1458,1349,2.61,5.28,0 to 10,,
6037500201,Los Angeles,6978,51.86,0.29,32.76,11.94,0.57,0,3.2,No,SCAG,No,04. 140%+,2.788257,2502.64,20 to 30,0.26,7.59,88.17,22.21,40 to 50,7.26,0.84,1.8,3.38,89.45,0.85,10.55,98.2,1.68,6.3,70 to 80,30 to 40,38.17,30 to 40,60 to 70,70 to 80,3,60 to 70,36.57,70 to 80,60 to 70,8.81,0,20 to 30,778.98,20 to 30,433.6,70 to 80,Non-Hispanic White,30 to 40,,119653,0 to 10,20 to 30,70 to 80,60 to 70,No,2172,2151,2.55,8.41,20 to 30,,
6037500202,Los Angeles,4815,29.24,0.71,54.54,14.06,0,0.71,1.29,No,SCAG,No,04. 140%+,2.446922,1967.78,20 to 30,1.52,5.51,89.56,20.26,30 to 40,16.75,2.86,11.94,4.14,84.54,2.94,15.46,88.06,0,3.22,70 to 80,50 to 60,44,40 to 50,60 to 70,80 to 90,7,40 to 50,35.87,60 to 70,60 to 70,9.14,0,10 to 20,646.94,50 to 60,1236.25,70 to 80,Hispanic,40 to 50,83.5,135811,20 to 30,40 to 50,70 to 80,70 to 80,No,1583,1468,2.52,7.3,20 to 30,,
6037500300,Los Angeles,2904,26.07,0.55,55.44,16.63,0,0,7.44,No,SCAG,Yes,04. 140%+,3.425816,847.68,10 to 20,0,9.61,89.01,22.47,30 to 40,23.22,0.73,21.41,2.2,86.23,0,13.77,78.59,0,11.19,80 to 90,40 to 50,67.85,70 to 80,70 to 80,80 to 90,8,40 to 50,34.99,70 to 80,90 to 100,12.5,0,10 to 20,327.22,60 to 70,1745.28,40 to 50,Hispanic,60 to 70,82.6,99330,30 to 40,40 to 50,60 to 70,60 to 70,Yes,1121,1089,2.22,13.5,60 to 70,,
6037500402,Los Angeles,4745,1.9,0,98.1,0.51,0,0.46,14.94,Yes,SCAG,Yes,02. 60-80%,0.5187186,9147.54,60 to 70,0,6.89,83.01,19.63,80 to 90,24.31,5.47,27.91,11.93,43.16,1.68,56.84,70.16,6.94,27.8,80 to 90,70 to 80,63.24,70 to 80,60 to 70,40 to 50,5,20 to 30,27.71,50 to 60,90 to 100,13.82,4,50 to 60,2299.9,70 to 80,3265.74,40 to 50,Hispanic,80 to 90,77.1,43906,10 to 20,70 to 80,0 to 10,0 to 10,Yes,1193,1170,1.97,14.83,70 to 80,,
6037500403,Los Angeles,3896,4.57,0,85.91,8.29,0,2.03,15.17,Yes,SCAG,Yes,03. 80-140%,0.7943639,4904.55,30 to 40,0,12.96,86.38,7.95,50 to 60,17.34,4.93,0,5.6,90.32,0.61,9.68,100,0.06,16.89,80 to 90,50 to 60,58.4,60 to 70,60 to 70,70 to 80,7,40 to 50,34.74,70 to 80,80 to 90,12.12,0,30 to 40,1364.61,30 to 40,775.46,50 to 60,Hispanic,60 to 70,84.8,80949,0 to 10,80 to 90,20 to 30,20 to 30,Yes,1084,1054,2.41,7.74,20 to 30,,
6037500404,Los Angeles,4764,6.84,2.31,82.33,8.19,0,0,11.87,No,SCAG,Yes,03. 80-140%,0.4605624,10343.88,70 to 80,0,7.68,87.91,23.73,60 to 70,15.13,3.3,13.09,13.79,76.28,3.88,23.72,86.91,0,9.34,80 to 90,40 to 50,63.24,70 to 80,60 to 70,40 to 50,2,40 to 50,32.92,80 to 90,90 to 100,13.82,5,60 to 70,2985.48,20 to 30,473.33,40 to 50,Hispanic,80 to 90,80.5,75179,40 to 50,10 to 20,30 to 40,30 to 40,Yes,1375,1332,2.48,12.98,50 to 60,,
6037500500,Los Angeles,2849,5.37,1.26,86.87,7.37,0,0.49,11,Yes,SCAG,Yes,02. 60-80%,0.2798364,10180.95,70 to 80,0,3.18,87.97,18.16,70 to 80,17.78,8.13,10.58,13.13,69.19,6.6,30.81,57.67,1.63,23.27,80 to 90,40 to 50,62.94,70 to 80,60 to 70,50 to 60,7,40 to 50,29.74,30 to 40,90 to 100,13.75,6,70 to 80,3309.08,20 to 30,307.32,40 to 50,Hispanic,80 to 90,77.2,50592,0 to 10,40 to 50,20 to 30,10 to 20,Yes,926,873,1.86,13.83,60 to 70,,
6037500600,Los Angeles,5303,1.83,0,96.78,1.4,0,0.13,11.9,Yes,SCAG,Yes,03. 80-140%,0.4528639,11709.92,70 to 80,0,6.06,81.9,17.77,70 to 80,27.25,8.14,6.37,17.07,75.83,7.84,24.17,93.13,2.17,23.84,80 to 90,60 to 70,62.77,70 to 80,60 to 70,30 to 40,4,30 to 40,34.3,70 to 80,90 to 100,13.71,3,60 to 70,3117.93,40 to 50,1137.21,40 to 50,Hispanic,80 to 90,82.3,59375,10 to 20,70 to 80,0 to 10,0 to 10,Yes,1412,1266,2.22,14.31,70 to 80,,
6037500700,Los Angeles,7161,5.01,0.1,93.59,1.01,0,0.35,7.26,Yes,SCAG,Yes,03. 80-140%,1.002331,7144.35,50 to 60,0.25,13.44,83.67,16.74,60 to 70,17.03,5.92,10.56,5.55,76.78,1.68,23.22,89.44,0.6,22.07,80 to 90,50 to 60,63.24,70 to 80,60 to 70,40 to 50,7,30 to 40,30.25,70 to 80,90 to 100,13.82,5,40 to 50,1776.86,70 to 80,2752.58,40 to 50,Hispanic,70 to 80,80.8,76188,20 to 30,50 to 60,20 to 30,20 to 30,Yes,1781,1757,2.54,14.56,70 to 80,,
6037500800,Los Angeles,5813,5.71,2.31,88.9,1.22,0,2.53,6.58,Yes,SCAG,No,03. 80-140%,0.6996453,8308.5,60 to 70,0.71,9.06,82.67,22.95,60 to 70,16.12,9.62,10.83,8.7,74.3,5.18,25.7,88.62,1.22,16.92,80 to 90,40 to 50,63.24,70 to 80,60 to 70,30 to 40,3,30 to 40,31.13,60 to 70,90 to 100,13.82,4,40 to 50,2072.48,50 to 60,1442.16,50 to 60,Hispanic,60 to 70,80.6,67014,0 to 10,70 to 80,20 to 30,10 to 20,Yes,1450,1424,2.36,10.61,40 to 50,,
6037500900,Los Angeles,6135,3.9,1.97,90.37,2.92,0.07,0.7,11.24,Yes,SCAG,No,03. 80-140%,0.5467176,11221.52,70 to 80,0.48,13.45,82.1,22.77,80 to 90,16.14,11.32,35.33,10.61,51.35,2.7,48.65,62.45,0.48,24.31,80 to 90,40 to 50,63.24,70 to 80,60 to 70,30 to 40,0,40 to 50,30.51,50 to 60,90 to 100,13.82,5,60 to 70,3122.27,60 to 70,2352.22,40 to 50,Hispanic,70 to 80,83.1,60486,20 to 30,50 to 60,20 to 30,20 to 30,Yes,1707,1661,1.94,13.31,60 to 70,,
6037501001,Los Angeles,3305,4.39,0,95.1,0.33,0,2.87,10.56,Yes,SCAG,Yes,03. 80-140%,0.298645,11066.65,70 to 80,0.45,2.26,94.28,22.97,80 to 90,16.89,4.46,6.22,15.58,68.02,1.51,31.98,88.32,0.9,21.36,80 to 90,70 to 80,69.12,70 to 80,60 to 70,40 to 50,8,50 to 60,29.07,90 to 100,90 to 100,15.61,0,50 to 60,2638.58,20 to 30,505.62,40 to 50,Hispanic,80 to 90,79.4,75230,20 to 30,50 to 60,20 to 30,20 to 30,Yes,788,763,2.56,7.92,20 to 30,,
6037501002,Los Angeles,5159,12.99,2.04,82.65,1.49,0,0.54,4.1,No,SCAG,Yes,03. 80-140%,0.5679104,9084.18,60 to 70,0,7.52,89.39,24.93,50 to 60,10.92,0.89,0,9.5,75.24,2.11,24.76,94.72,0.98,8.08,80 to 90,60 to 70,67.78,70 to 80,60 to 70,40 to 50,2,40 to 50,31.59,80 to 90,90 to 100,15.28,0,50 to 60,2567.31,40 to 50,1061.79,50 to 60,Hispanic,70 to 80,78.7,92609,70 to 80,90 to 100,30 to 40,20 to 30,Yes,1458,1458,2.45,8.83,30 to 40,,
6037501200,Los Angeles,4877,18.21,2.4,70.31,9.9,0,0.55,7.33,No,SCAG,No,03. 80-140%,0.5473207,8910.68,60 to 70,0,7.39,88.72,18.11,40 to 50,13.58,2.39,20.76,5.29,69.38,3.54,30.62,79.24,0.35,7.24,80 to 90,70 to 80,59.45,60 to 70,70 to 80,60 to 70,7,50 to 60,34.25,80 to 90,80 to 90,11.91,0,60 to 70,2755.24,40 to 50,849.59,30 to 40,Hispanic,70 to 80,81.8,97582,0 to 10,80 to 90,30 to 40,20 to 30,Yes,1508,1463,2.27,12.29,50 to 60,,
6037501300,Los Angeles,7118,19.09,0.96,75.46,3.78,0,0.42,3.85,No,SCAG,No,03. 80-140%,0.7748279,9186.56,60 to 70,0,6.24,89.82,24.01,50 to 60,15.32,3.89,23.91,9.62,54.02,3.52,45.98,76.09,0.43,11.69,80 to 90,70 to 80,64.02,70 to 80,70 to 80,70 to 80,5,40 to 50,34.71,50 to 60,90 to 100,12.38,0,60 to 70,3195.55,30 to 40,596.26,40 to 50,Hispanic,70 to 80,84.1,73068,30 to 40,10 to 20,50 to 60,50 to 60,No,2476,2414,2.08,12.8,50 to 60,,
6037501400,Los Angeles,3793,7.33,2.16,86,3.22,0,2.66,17.26,Yes,SCAG,Yes,03. 80-140%,0.412434,9196.62,60 to 70,0,11.79,79.4,34.69,70 to 80,19.12,10.32,36.71,10.97,36.4,2.03,63.6,63.29,4.8,14.29,80 to 90,80 to 90,62.71,70 to 80,70 to 80,40 to 50,7,30 to 40,30.42,60 to 70,80 to 90,11.75,0,60 to 70,3137.47,90 to 100,6839.88,40 to 50,Hispanic,50 to 60,79.8,44417,40 to 50,60 to 70,30 to 40,20 to 30,No,1294,1250,1.71,15.75,80 to 90,,
6037501501,Los Angeles,2365,30.44,0,56.32,9.98,0,0.25,13.32,No,SCAG,No,04. 140%+,2.407982,982.15,10 to 20,0,5.49,91.23,13.71,50 to 60,14.18,0.93,4.4,6.26,84.62,1.51,15.38,95.6,0.8,8.5,70 to 80,10 to 20,59.19,60 to 70,70 to 80,80 to 90,4,40 to 50,33.27,70 to 80,80 to 90,10.98,0,10 to 20,358.81,0 to 10,25.75,40 to 50,Hispanic,60 to 70,83.4,104074,70 to 80,40 to 50,80 to 90,80 to 90,Yes,864,858,2.08,11.5,40 to 50,,
6037501503,Los Angeles,5247,21.27,0.72,72.65,2.13,0,2.4,11.45,Yes,SCAG,No,03. 80-140%,0.3107354,16885.75,80 to 90,0,13.64,83.15,30.54,40 to 50,16.56,7.22,55.26,7.95,24.97,0.73,75.03,44.74,1.58,13.02,80 to 90,80 to 90,67.85,70 to 80,70 to 80,80 to 90,4,30 to 40,35.25,30 to 40,90 to 100,12.5,0,80 to 90,6388.07,50 to 60,1187.51,50 to 60,Hispanic,50 to 60,77.9,66500,30 to 40,40 to 50,50 to 60,40 to 50,No,1985,1842,1.7,13.75,60 to 70,,
6037501504,Los Angeles,3359,13.66,0.54,77.08,6.61,0,0.74,24.29,Yes,SCAG,Yes,01. 0-60%,0.2878569,11668.99,70 to 80,0,11.1,83.64,29.43,40 to 50,33.13,17.62,76.6,11.85,12.19,4.49,87.81,23.4,0.77,19.62,80 to 90,90 to 100,66.33,70 to 80,70 to 80,30 to 40,5,40 to 50,29,10 to 20,90 to 100,12.67,0,80 to 90,5551.37,90 to 100,10845.67,50 to 60,Hispanic,20 to 30,82.4,35444,70 to 80,30 to 40,40 to 50,30 to 40,No,1598,1510,1.3,18.17,90 to 100,,
6037501600,Los Angeles,7603,36.25,1.92,50.61,10.19,0.41,0.76,13.15,No,SCAG,No,04. 140%+,3.774336,2014.39,20 to 30,0.34,9.92,79.84,13.08,50 to 60,20.76,4.32,25.72,5.92,69.39,2.33,30.61,74.28,5.95,11.98,70 to 80,30 to 40,50.52,50 to 60,70 to 80,80 to 90,4,40 to 50,29.39,50 to 60,70 to 80,9.71,0,10 to 20,606.73,20 to 30,335.42,50 to 60,Hispanic,40 to 50,83.6,112656,10 to 20,50 to 60,60 to 70,70 to 80,No,2290,2290,2.08,5.98,10 to 20,,
6037501700,Los Angeles,3524,40.55,1.73,55.79,3.52,0,0,2.04,No,SCAG,No,03. 80-140%,0.537562,6555.52,50 to 60,0,7.1,91.6,17.61,60 to 70,16.6,6.49,19.83,2.75,66.94,1.3,33.06,80.17,0,8.74,70 to 80,50 to 60,52.27,50 to 60,60 to 70,70 to 80,2,40 to 50,33.02,40 to 50,70 to 80,9.74,0,50 to 60,2345.78,30 to 40,792.47,50 to 60,Hispanic,50 to 60,82.2,94153,10 to 20,10 to 20,50 to 60,50 to 60,No,1261,1201,2.2,8.61,20 to 30,,
6037501802,Los Angeles,3485,17.33,4.82,76.38,1.69,0,0,12.18,No,SCAG,No,03. 80-140%,0.2993917,11640.27,70 to 80,0,7.54,85.91,28.24,50 to 60,24.85,5.51,36.88,4.81,51.38,2.08,48.62,63.12,3.98,14.37,80 to 90,80 to 90,71.65,70 to 80,70 to 80,50 to 60,3,30 to 40,34.9,20 to 30,90 to 100,13.83,0,70 to 80,4211.87,70 to 80,2511.76,50 to 60,Hispanic,60 to 70,79.8,75428,10 to 20,60 to 70,40 to 50,40 to 50,No,1261,1197,1.68,13,50 to 60,,
6037501803,Los Angeles,4396,14.92,2.34,80.12,0.93,0,0.89,26.02,Yes,SCAG,Yes,01. 0-60%,0.2287489,19217.58,90 to 100,0,6.71,85.42,35.31,60 to 70,36.36,13.99,78.07,14.47,11.87,4.45,88.13,21.93,0.85,31.74,80 to 90,90 to 100,77.68,80 to 90,70 to 80,30 to 40,7,40 to 50,27.31,10 to 20,90 to 100,15.02,0,90 to 100,6557.41,70 to 80,2850.29,40 to 50,Hispanic,30 to 40,77.9,33594,40 to 50,50 to 60,10 to 20,10 to 20,No,1500,1458,1.32,16.61,90 to 100,,
6037501804,Los Angeles,2214,11.83,2.26,83.42,1.94,0,0,22.86,Yes,SCAG,Yes,02. 60-80%,0.2055299,10772.16,70 to 80,1.98,12.46,81.59,33.53,40 to 50,26.35,20.83,51.62,10.08,20.83,2.87,79.17,47.34,1.1,32.71,80 to 90,90 to 100,77.68,80 to 90,70 to 80,20 to 30,6,40 to 50,34.32,10 to 20,90 to 100,15.02,0,70 to 80,3751.28,90 to 100,6806.8,50 to 60,Hispanic,80 to 90,80.2,49129,90 to 100,0 to 10,20 to 30,20 to 30,No,771,701,1.37,17.22,90 to 100,,
6037501900,Los Angeles,4110,21.68,1.68,70.97,1.75,0,1.44,10.54,No,SCAG,No,03. 80-140%,0.5328484,7713.26,50 to 60,0,13.71,83.84,26.17,60 to 70,12.89,4.39,0.98,4.43,88.24,2.46,11.76,98.2,0,7.9,80 to 90,80 to 90,61.98,70 to 80,60 to 70,30 to 40,5,40 to 50,33.2,60 to 70,80 to 90,11.63,0,50 to 60,2499.77,70 to 80,3177.26,50 to 60,Hispanic,60 to 70,80.7,94271,0 to 10,70 to 80,20 to 30,30 to 40,No,1332,1275,2.34,8.68,30 to 40,,
6037502003,Los Angeles,2718,9.31,0.66,86.31,1.18,0,0.15,15.89,Yes,SCAG,Yes,03. 80-140%,0.2484927,10937.95,70 to 80,0,12.54,79.35,27.59,70 to 80,17.5,0,26.02,13.83,57.54,1.45,42.46,73.98,6.67,21.04,80 to 90,80 to 90,58.61,60 to 70,70 to 80,20 to 30,8,20 to 30,30.96,60 to 70,80 to 90,11.64,0,60 to 70,3171.12,60 to 70,2044.33,50 to 60,Hispanic,80 to 90,78.7,68631,10 to 20,40 to 50,10 to 20,10 to 20,No,788,749,2.17,15.13,80 to 90,,
6037502004,Los Angeles,4326,6.29,1.2,87.29,3.44,0,0,14.63,Yes,SCAG,Yes,03. 80-140%,0.5154198,8393.16,60 to 70,0,9.11,89.29,24.56,80 to 90,23.74,1.81,1.5,14.22,60.78,0.88,39.22,94.68,0,21.12,80 to 90,70 to 80,74.48,80 to 90,70 to 80,30 to 40,3,40 to 50,29.83,80 to 90,90 to 100,14.69,0,40 to 50,1934.35,80 to 90,4138.37,50 to 60,Hispanic,80 to 90,78.7,62656,10 to 20,20 to 30,10 to 20,10 to 20,No,997,997,2.27,14.47,70 to 80,,
6037502005,Los Angeles,5052,16.94,1.43,75.42,1.64,0,0,6.94,Yes,SCAG,No,03. 80-140%,0.4076853,12391.91,70 to 80,0,8.06,86.06,20.75,70 to 80,27.03,4.41,24.29,7.3,56.81,1.94,43.19,66.31,2.44,16.79,80 to 90,80 to 90,54.53,60 to 70,60 to 70,30 to 40,5,40 to 50,32.57,70 to 80,70 to 80,10.19,0,60 to 70,3210.81,60 to 70,1690.03,50 to 60,Hispanic,70 to 80,81.7,54897,80 to 90,0 to 10,20 to 30,20 to 30,Yes,1309,1292,2.14,9.61,30 to 40,,
6037502100,Los Angeles,5053,16.47,0.75,81.58,0.95,0.16,0.99,9.45,Yes,SCAG,Yes,03. 80-140%,0.7460224,6773.26,50 to 60,0,2.57,95.08,24.11,60 to 70,18.08,5.83,22.07,6.2,63.7,0.46,36.3,67.08,1.89,18.44,80 to 90,60 to 70,56.9,60 to 70,60 to 70,30 to 40,4,50 to 60,29.67,40 to 50,90 to 100,12.63,0,40 to 50,2138.01,90 to 100,7432.75,50 to 60,Hispanic,70 to 80,83.1,61414,10 to 20,50 to 60,40 to 50,30 to 40,No,1595,1595,1.95,11.75,40 to 50,,
6037502200,Los Angeles,6673,6.62,0.22,88.76,0.91,0.61,4.93,13.49,Yes,SCAG,Yes,03. 80-140%,0.6758332,9873.74,70 to 80,0,9.21,86.42,20.2,50 to 60,23.66,4.3,15.93,12.21,72.53,3.35,27.47,74.68,0.27,24.43,80 to 90,80 to 90,69.12,70 to 80,60 to 70,20 to 30,4,40 to 50,30.4,70 to 80,90 to 100,15.61,0,60 to 70,2805.43,50 to 60,1370.16,50 to 60,Hispanic,60 to 70,80.1,64554,10 to 20,10 to 20,30 to 40,20 to 30,Yes,1896,1860,2.17,8.96,30 to 40,,
6037502301,Los Angeles,5903,4.2,0.98,91.87,1.03,0,2.02,8.01,Yes,SCAG,Yes,03. 80-140%,0.617326,9562.21,60 to 70,1.59,12.33,82.72,12.16,60 to 70,17.05,1.99,8.96,14.96,75.91,0.09,24.09,90.12,1.34,13.52,90 to 100,70 to 80,69.12,70 to 80,60 to 70,10 to 20,3,30 to 40,27.08,90 to 100,90 to 100,15.61,0,50 to 60,2279.18,30 to 40,771.07,50 to 60,Hispanic,80 to 90,82.1,70990,80 to 90,90 to 100,20 to 30,20 to 30,Yes,1407,1407,2.45,7.87,20 to 30,,
6037502302,Los Angeles,3234,3.87,2.04,92.3,1.7,0.31,0,10.02,Yes,SCAG,Yes,02. 60-80%,0.2897898,11159.81,70 to 80,0,6.28,84.45,31.3,70 to 80,16.94,11.77,61.04,20.56,28.84,3.85,71.16,38.96,5.42,29.62,80 to 90,80 to 90,62.27,70 to 80,60 to 70,0 to 10,0,30 to 40,28.09,30 to 40,90 to 100,14.02,0,60 to 70,2719.21,80 to 90,5148.56,50 to 60,Hispanic,60 to 70,80.8,52308,20 to 30,60 to 70,10 to 20,0 to 10,Yes,788,756,1.74,10.5,40 to 50,,
6037502401,Los Angeles,4965,9.02,0.95,85.52,4.05,0.34,0,14.27,Yes,SCAG,Yes,03. 80-140%,0.3650523,13600.79,80 to 90,0.58,14.11,84.48,34.68,50 to 60,12.42,7.18,17.59,11.18,75.76,0.83,24.24,82.41,0,14.96,80 to 90,50 to 60,63.24,70 to 80,60 to 70,10 to 20,0,30 to 40,27.32,60 to 70,90 to 100,13.82,7,70 to 80,3520.04,50 to 60,1309.4,60 to 70,Hispanic,50 to 60,79,66793,80 to 90,20 to 30,10 to 20,10 to 20,Yes,1285,1254,2.45,14.56,70 to 80,,
6037502402,Los Angeles,3727,7.11,0.05,91.66,0.32,0.11,0.86,6.55,No,SCAG,No,03. 80-140%,0.3037489,12270,70 to 80,0.42,8.58,87.16,21.32,50 to 60,6.72,2.83,0,15.21,86.6,1.38,13.4,98.39,0,17.65,80 to 90,10 to 20,63.24,70 to 80,60 to 70,20 to 30,4,40 to 50,30.06,70 to 80,90 to 100,13.82,0,60 to 70,3262.56,20 to 30,408.23,60 to 70,Hispanic,70 to 80,81.8,80060,0 to 10,60 to 70,10 to 20,10 to 20,Yes,991,955,2.42,7.05,10 to 20,,
6037502500,Los Angeles,4031,5.51,0.72,93.43,0.17,0.52,2.56,8.74,Yes,SCAG,Yes,02. 60-80%,1.431353,2816.22,20 to 30,0.45,4.43,86.66,24.35,50 to 60,20.42,5.49,38.52,15,45.65,4.68,54.35,61.48,2.37,19.53,80 to 90,60 to 70,63.24,70 to 80,60 to 70,0 to 10,8,30 to 40,34.29,50 to 60,90 to 100,13.82,5,20 to 30,790.86,80 to 90,5151.77,70 to 80,Hispanic,80 to 90,80.6,48542,60 to 70,10 to 20,20 to 30,20 to 30,Yes,1132,1093,2.01,14.16,70 to 80,,
6037502601,Los Angeles,6855,4.77,0.71,92.5,1.9,0,0.34,3.78,No,SCAG,Yes,03. 80-140%,0.6826198,10042.19,70 to 80,0,12.23,84.82,33.58,50 to 60,10.68,3.88,0,8.39,77.8,1.77,22.2,100,0.4,15.89,80 to 90,40 to 50,57.53,60 to 70,60 to 70,40 to 50,4,40 to 50,32.62,70 to 80,90 to 100,12.61,2,60 to 70,2723.33,40 to 50,971.26,70 to 80,Hispanic,80 to 90,81.2,76800,10 to 20,30 to 40,20 to 30,20 to 30,Yes,1859,1806,2.35,12.24,50 to 60,,
6037502602,Los Angeles,4320,9.72,0,87.34,1.97,0,0,12.43,Yes,SCAG,Yes,02. 60-80%,0.4878328,8855.49,60 to 70,0.31,5.93,88.34,26.44,60 to 70,24.44,6.55,43.22,11.34,41.31,1.34,58.69,56.78,0.98,25.86,80 to 90,70 to 80,63.24,70 to 80,60 to 70,30 to 40,0,40 to 50,28.23,50 to 60,90 to 100,13.82,2,60 to 70,2812.44,70 to 80,2990.78,70 to 80,Hispanic,70 to 80,81.7,49391,60 to 70,20 to 30,30 to 40,20 to 30,Yes,1372,1329,2.11,15.12,80 to 90,,
6037502700,Los Angeles,6820,9.28,5.56,79.13,3.04,0,2.27,9.4,Yes,SCAG,Yes,03. 80-140%,2.695854,2529.81,20 to 30,0.69,9.61,87.51,21.41,50 to 60,14.93,3.19,16.24,5.67,76.24,1.3,23.76,83.76,0.31,12.87,80 to 90,70 to 80,54.53,60 to 70,60 to 70,50 to 60,7,40 to 50,29.1,70 to 80,80 to 90,11.48,3,20 to 30,730.75,90 to 100,6337.88,70 to 80,Hispanic,80 to 90,82.4,73641,20 to 30,80 to 90,40 to 50,30 to 40,Yes,1970,1881,2.28,7.38,20 to 30,,
6037502801,Los Angeles,6523,13.54,0.97,84.16,1.06,0,1.53,14.02,No,SCAG,No,03. 80-140%,0.8585603,7597.6,50 to 60,0,9.48,85.25,17.29,40 to 50,18.73,1.87,6.42,10.41,82.25,1.21,17.75,93.58,2.42,16.57,80 to 90,80 to 90,51.23,50 to 60,60 to 70,60 to 70,6,30 to 40,30.14,80 to 90,80 to 90,10.78,2,40 to 50,2068.58,50 to 60,1552.6,60 to 70,Hispanic,60 to 70,80.7,79083,30 to 40,20 to 30,30 to 40,20 to 30,Yes,1776,1707,2.39,13.14,50 to 60,,
6037502802,Los Angeles,3081,14.05,8.83,46.77,28.69,0,1.07,17.88,Yes,SCAG,Yes,01. 0-60%,1.491143,2066.2,20 to 30,0,17.85,80.69,37.82,20 to 30,28.79,15.62,58.69,5.11,35.1,1.46,64.9,31.74,0,14.48,80 to 90,60 to 70,52.41,50 to 60,60 to 70,60 to 70,9,20 to 30,34.57,0 to 10,80 to 90,11.03,5,20 to 30,840.97,90 to 100,9402.18,50 to 60,Hispanic,20 to 30,80.6,34907,90 to 100,90 to 100,50 to 60,40 to 50,Yes,1254,1242,1.5,13.1,50 to 60,,
6037502901,Los Angeles,5803,15.51,1.24,76.96,3.21,0.16,0.34,9,No,SCAG,No,03. 80-140%,0.4815567,12050.5,70 to 80,0.52,8.31,90.4,17.85,40 to 50,12.34,1.12,2.2,8.27,85.83,0.48,14.17,97.8,0,18.25,80 to 90,50 to 60,70.34,70 to 80,60 to 70,30 to 40,1,50 to 60,33.54,80 to 90,90 to 100,12.95,0,60 to 70,3015.22,50 to 60,1341.48,60 to 70,Hispanic,70 to 80,82.9,86602,0 to 10,30 to 40,30 to 40,30 to 40,Yes,1452,1433,2.59,8.97,30 to 40,,
6037502902,Los Angeles,4370,5.95,0.34,88.51,3.07,0.41,2.27,21.52,Yes,SCAG,Yes,02. 60-80%,1.487671,2937.48,20 to 30,0,10.48,86.2,30.16,70 to 80,21.3,2.44,18.82,14.19,43.74,0.53,56.26,81.18,1.13,27.03,80 to 90,70 to 80,57.85,60 to 70,60 to 70,20 to 30,4,30 to 40,31.03,70 to 80,80 to 90,10.78,0,20 to 30,660.76,90 to 100,7279.84,50 to 60,Hispanic,70 to 80,83.4,52557,50 to 60,50 to 60,20 to 30,10 to 20,Yes,983,983,2.3,12.29,50 to 60,,
